Vertex Index,Name,Id,PType,Section,Fault Set,Horizon,x,y,z,azimuth,dip
1,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5764.0394,-34.8416,,
2,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5791.7917,95.2344,,
3,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5857.4032,97.4585,,
4,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5877.4203,89.6741,,
5,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5894.1012,94.1223,,
6,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5921.9027,101.9067,,
7,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5973.0574,70.7691,,
8,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5991.9624,65.2088,,
9,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6021.988,70.7691,,
10,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6069.8066,74.1053,,
11,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6096.496,55.2002,,
12,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6144.3146,59.6485,,
13,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6155.4352,99.6826,,
14,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6183.2367,90.7861,,
15,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6198.8055,75.2173,,
16,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6208.8141,35.1832,,
17,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6227.7191,-23.756,,
18,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6238.8397,-57.1178,,
19,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6120.6833,-50.4454,,
20,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-6002.527,-43.7731,,
21,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5908.857,-41.0585,,
22,Outcrop_3,38,0,Fold_11_1,,Ground_Surface,1560,-5787.3974,-35.8443,,
1,Outcrop_3,123,0,Fold_111_outcrop,,Outcrop_3,1580,-5764.0394,-34.8416,,
2,Outcrop_3,123,0,Fold_111_outcrop,,Outcrop_3,1580,-5766.1104,-25.0584,,
