Vertex Index,Name,Id,PType,Section,Fault Set,Horizon,x,y,z,azimuth,dip
1,Tunnel_Well_10,60,0,,,,1576.6208,-5296.883,-156.1489,,
2,Tunnel_Well_10,60,0,,,,1576.3683,-5293.9969,-156.1699,,
3,Tunnel_Well_10,60,0,,,,1575.6184,-5291.1985,-156.1902,,
4,Tunnel_Well_10,60,0,,,,1574.394,-5288.5728,-156.2092,,
5,Tunnel_Well_10,60,0,,,,1572.7322,-5286.1997,-156.2264,,
6,Tunnel_Well_10,60,0,,,,1570.6836,-5284.1511,-156.2413,,
7,Tunnel_Well_10,60,0,,,,1568.3104,-5282.4894,-156.2533,,
8,Tunnel_Well_10,60,0,,,,1565.6846,-5281.265,-156.2622,,
9,Tunnel_Well_10,60,0,,,,1562.8862,-5280.5152,-156.2676,,
10,Tunnel_Well_10,60,0,,,,1560,-5280.2627,-156.2695,,
11,Tunnel_Well_10,60,0,,,,1557.1138,-5280.5152,-156.2676,,
12,Tunnel_Well_10,60,0,,,,1554.3154,-5281.265,-156.2622,,
13,Tunnel_Well_10,60,0,,,,1551.6896,-5282.4894,-156.2533,,
14,Tunnel_Well_10,60,0,,,,1549.3164,-5284.1511,-156.2413,,
15,Tunnel_Well_10,60,0,,,,1547.2678,-5286.1997,-156.2264,,
16,Tunnel_Well_10,60,0,,,,1545.606,-5288.5728,-156.2092,,
17,Tunnel_Well_10,60,0,,,,1544.3816,-5291.1985,-156.1902,,
18,Tunnel_Well_10,60,0,,,,1543.6317,-5293.9969,-156.1699,,
19,Tunnel_Well_10,60,0,,,,1543.3792,-5296.883,-156.1489,,
20,Tunnel_Well_10,60,0,,,,1543.6317,-5299.7691,-156.128,,
21,Tunnel_Well_10,60,0,,,,1544.3816,-5302.5675,-156.1077,,
22,Tunnel_Well_10,60,0,,,,1545.606,-5305.1932,-156.0887,,
23,Tunnel_Well_10,60,0,,,,1547.2678,-5307.5663,-156.0715,,
24,Tunnel_Well_10,60,0,,,,1549.3164,-5309.6149,-156.0566,,
25,Tunnel_Well_10,60,0,,,,1551.6896,-5311.2766,-156.0445,,
26,Tunnel_Well_10,60,0,,,,1554.3154,-5312.501,-156.0357,,
27,Tunnel_Well_10,60,0,,,,1557.1138,-5313.2508,-156.0302,,
28,Tunnel_Well_10,60,0,,,,1560,-5313.5033,-156.0284,,
29,Tunnel_Well_10,60,0,,,,1562.8862,-5313.2508,-156.0302,,
30,Tunnel_Well_10,60,0,,,,1565.6846,-5312.501,-156.0357,,
31,Tunnel_Well_10,60,0,,,,1568.3104,-5311.2766,-156.0445,,
32,Tunnel_Well_10,60,0,,,,1570.6836,-5309.6149,-156.0566,,
33,Tunnel_Well_10,60,0,,,,1572.7322,-5307.5663,-156.0715,,
34,Tunnel_Well_10,60,0,,,,1574.394,-5305.1932,-156.0887,,
35,Tunnel_Well_10,60,0,,,,1575.6184,-5302.5675,-156.1077,,
36,Tunnel_Well_10,60,0,,,,1576.3683,-5299.7691,-156.128,,
