Midland Valley,4DMove2.0 v1.0
Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Object Measurements,Object Measurements,Container
1423,F,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,515.984563,435.000071,1
1426,F,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,246.190517,227.928859,2
1427,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,329.602238,318.675267,1
1428,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,59.822277,52.893557,1
1429,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,86.695907,83.133358,1
1430,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,910.123475,900.541471,1
1433,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,225.908129,219.822194,2
1457,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,706.327330,702.279132,1
1460,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,22.469962,6.225358,1
1461,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,173.406226,167.772398,1
1462,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,235.945626,234.384695,4
1463,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,565.400719,561.872078,1
1469,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,1266.960097,1266.043398,1
1476,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,1476.132768,1443.591865,1
1477,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,298.223135,277.651261,2
1479,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,101.718091,98.019727,4
1480,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,108.846277,104.199522,4
1481,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,114.876446,113.200727,2
1482,Zo2,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,474.532213,374.181075,4
1484,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,1193.359339,1165.583194,2
1485,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,676.777962,666.460808,2
1493,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,161.538958,159.571834,2
1494,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,191.469635,180.169679,2
1501,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,150.044155,113.313807,1
1502,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,265.985763,227.782941,4
1503,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,463.997250,456.239699,1
1504,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,260.587933,258.857555,4
1505,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,53.499156,51.563725,2
1506,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,940.584393,925.649011,1
1512,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,232.275387,231.782176,1
1518,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,86.795057,86.093454,4
1532,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,926.636973,922.146295,1
1533,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,35.111677,33.804737,1
1534,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,126.967617,121.367773,1
1535,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,69.623903,68.398129,1
1540,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,415.615965,401.403327,1
1541,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,509.176982,505.109762,1
1542,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,595.557153,588.261396,1
1543,Zo8,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,245.331643,239.427683,4
1545,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,218.072634,211.610083,1
1552,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,1046.420728,1012.728920,1
1565,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,80.385765,78.363031,1
1566,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,401.671901,393.939438,1
1567,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,52.643223,51.325067,1
1568,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,508.264897,499.062897,1
1570,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,331.225183,310.490343,2
1571,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,132.596991,116.372361,2
1572,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,32.702778,30.902187,2
1573,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,42.220422,36.004526,2
1574,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,200.994052,106.389398,1
1578,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,100.530983,77.360865,1
1579,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,47.614759,28.959669,2
1609,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,155.183293,95.833357,1
1610,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,172.480314,154.480163,2
1611,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,129.192211,106.774923,1
1614,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,228.729231,218.779570,4
1628,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,186.634352,185.891823,1
1629,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,96.809113,96.736151,1
1633,La,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,154.587323,151.258035,1
1637,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,2617.708971,2487.017571,2
1641,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,98.496388,96.931846,2
1642,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,227.504373,224.008488,1
1651,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,181.481224,174.574354,4
1652,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,309.447745,280.982676,1
1653,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,98.822188,82.439127,1
1654,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,72.762121,71.861759,1
1655,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,957.247674,944.485554,1
1656,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,424.519690,423.371371,1
1738,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,231.408002,231.173092,1
1739,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,1620.368327,1489.717889,1
1740,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,641.429355,606.373512,1
1741,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,571.684998,545.575593,1
1742,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,70.956345,69.933725,2
1743,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,621.200913,475.471475,1
1744,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,111.736588,94.066103,4
1745,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,260.494989,248.333700,1
1746,Gu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,358.706631,206.589385,4
1748,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,81.872905,64.189580,1
1749,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,458.663625,455.353998,4
1750,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,93.775560,93.276611,4
1753,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,281.950058,276.951385,4
1754,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,102.482584,85.091995,4
1755,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,1429.787253,1406.286248,4
1756,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,356.774745,339.883652,1
1757,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,315.931396,266.846016,4
1758,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,222.276958,175.940928,1
1759,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,1527.201356,1435.202743,1
1760,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,209.196806,120.493613,2
1761,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,142.192674,108.008724,1
1762,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,103.355320,98.668669,2
1763,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,276.489904,261.384436,1
1764,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,65.011752,21.413454,2
1765,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,193.375096,114.537487,4
1766,Ma,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,180.545738,123.912601,1
1767,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,3536.424499,3360.908939,4
1768,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,187.899476,186.582175,4
1769,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,258.993345,257.644159,1
1770,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,108.847853,86.680494,1
1771,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,121.641691,119.871350,1
1772,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,1982.375399,1936.842559,4
1773,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,324.002742,275.045065,4
1774,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,295.519650,276.325007,2
1775,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,872.113961,849.283618,1
1776,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,340.362428,316.578845,2
1777,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,668.106578,549.203409,1
1778,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,414.591306,305.125382,4
1779,Hu,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,458.345384,286.766503,1
1780,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,3756.945916,3506.206699,2
1781,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,641.828861,632.148116,4
1782,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,242.976085,240.719772,4
1783,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,38.486672,37.202375,4
1784,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,22.975872,22.543490,4
1789,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,2131.203709,1962.636771,4
1790,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,968.637917,939.524555,1
1791,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,538.731550,507.967140,4
1792,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,624.052920,517.110816,1
1793,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,86.363371,63.105834,4
1794,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,249.988620,212.761497,2
1795,Ka,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,785.569978,530.137365,4
1796,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,3824.851611,3560.304593,2
1797,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,1323.455480,1311.672126,2
1798,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,816.141713,780.658206,4
1799,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,236.751752,213.460488,4
1800,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,442.295370,340.449524,2
1801,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,1218.933150,1157.717530,4
1802,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,662.116228,624.884605,4
1803,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,646.991674,570.063794,4
1804,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,112.196025,92.194239,2
1805,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,623.997273,384.644106,4
1806,Er,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,238.067205,218.463957,1
1809,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,6879.944267,6407.852664,2
1810,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,151.406022,137.852351,4
1811,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,2073.326153,2009.820034,2
1812,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,627.636475,569.088931,2
1813,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,166.584600,50.932902,4
1814,Pr,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,1010.574609,771.187327,1
1815,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,3814.620326,3622.632795,2
1816,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,155.550641,104.828685,4
1817,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,5594.145862,5180.079357,2
1818,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,180.119811,42.680810,2
1819,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,1126.516780,913.746088,1
1820,Di,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,683.146656,615.926296,2
1824,So,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,1351.974034,1104.678578,1
1825,Gi5,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,9733.956800,8681.050970,4
1826,Gi5,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,944.042500,854.096244,1
1827,Gi5,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,500.806057,437.036222,4
1828,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,8710.875542,7659.233115,4
1829,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,1339.484853,1163.363994,1
1830,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,3369.223394,3162.824967,2
1831,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,4985.774635,4322.487698,4
1832,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,244.853805,231.434853,4
1833,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,950.462772,747.378592,1
1834,Sb,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,2193.405332,2074.728460,2
1841,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,224.884506,168.297945,1
1842,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,84.077237,67.380123,2
1851,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,124.216243,94.950887,2
1852,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,248.349343,194.003746,2
1853,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,248.511528,99.941032,1
1854,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,437.211567,436.996323,1
1855,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,628.701681,544.376432,4
1856,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,151.602630,101.900957,2
1858,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,31.271529,18.782371,2
1860,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,1195.476075,960.362915,1
1861,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,720.495499,681.344080,2
1862,Gi5,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,765.611080,628.001413,2
1863,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,1184.531524,873.098913,4
1864,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,188.360666,98.970697,2
1865,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,351.909681,172.056481,4
1866,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,836.292794,558.803757,2
1867,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,138.858591,50.216244,4
1868,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,1042.272393,939.869845,1
1869,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,126.862984,105.697424,4
1870,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,708.258559,398.787687,1
1871,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,453.523824,433.748159,1
1872,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,287.567062,247.128241,1
1873,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,99.248746,79.898605,4
1874,Mg,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,81.988043,73.474755,2
1875,Sb,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,649.710962,543.782489,2
1876,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,101.899785,89.831892,2
1877,Fi,Line,Map1_Tafel_25_Section_8_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,359.578507,145.929063,1
