Midland Valley,4DMove2.0 v1.0
Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Object Measurements,Object Measurements,Container
39985,F,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,F,#00ff00,0,,,1207.125444,1188.927294,4
39986,F,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,F,#00ff00,0,,,341.920659,330.136848,2
39987,F,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,F,#00ff00,0,,,404.621222,378.154656,4
39988,F,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,F,#00ff00,0,,,181.590734,59.310522,4
39989,F,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,F,#00ff00,0,,,91.384689,91.379288,4
39990,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,281.889453,275.964102,1
39991,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,89.530946,84.087978,1
39992,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,168.200167,166.263899,2
39993,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,38.066442,34.627877,2
39994,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,117.524471,70.389405,1
39995,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,31.853315,17.778051,1
39996,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,240.931702,237.884381,4
39997,N,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,N,#aa557f,0,,,73.046781,72.107808,2
39998,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,485.811560,469.536881,2
39999,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,940.605227,925.907752,4
40000,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,32.050440,31.311245,4
40001,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,36.507304,33.257173,4
40002,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,509.774146,507.957724,4
40003,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,416.087826,378.726103,4
40075,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,32.744797,32.599154,1
40076,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,134.304445,129.981999,1
40077,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,297.920116,295.275706,1
40078,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,377.830292,375.680292,1
40079,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,67.269840,36.521462,2
40080,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,110.157742,108.596816,4
40081,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,1104.615104,1101.864488,1
40082,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,166.713998,164.071398,1
40083,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,795.367356,786.953778,1
40084,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,192.293486,186.100267,1
40085,Zo2,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo2,#aa00ff,0,,,118.323209,118.036955,2
40086,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,579.113544,560.283103,2
40087,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,1519.902507,1503.476758,4
40088,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,292.745126,256.617278,1
40089,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,23.998524,23.640872,1
40090,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,101.190074,75.369837,1
40091,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,75.134843,74.208795,2
40092,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,89.159168,53.978767,2
40093,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,527.937708,523.963147,1
40094,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,24.455492,18.623897,1
40095,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,251.471734,248.697939,4
40096,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,1255.185396,1252.138280,1
40097,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,62.136617,61.120333,2
40098,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,216.584639,212.887266,2
40099,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,696.453344,686.016690,1
40100,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,660.884373,654.824160,1
40101,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,471.274411,463.610986,2
40102,Zo8,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Zo8,#ff00ff,0,,,39.385909,31.218866,2
40103,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,2597.247705,2526.337472,2
40104,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,60.902826,60.681333,2
40105,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,298.339425,286.218415,4
40106,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,229.881495,228.461788,4
40107,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,110.554039,108.133050,4
40108,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,104.889274,104.889274,2
40109,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,47.693222,46.860857,2
40110,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,20.514306,11.474713,2
40111,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,236.500589,235.649178,4
40112,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,154.206060,154.120493,1
40113,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,99.177820,98.977678,1
40114,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,214.197762,214.013291,1
40115,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,226.781239,226.455960,1
40116,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,449.951861,426.502423,1
40117,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,28.843864,28.831658,1
40118,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,205.557388,181.050214,4
40119,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,57.968149,53.274978,2
40120,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,588.078000,580.951712,1
40121,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,126.386474,102.398165,2
40122,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,184.008513,132.555695,2
40123,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,27.172230,25.754440,1
40124,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,544.583979,485.888293,1
40125,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,380.876357,372.890541,1
40126,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,467.383586,458.974739,2
40127,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,92.597647,87.241800,1
40128,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,391.342566,358.595365,1
40129,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,389.730047,241.170694,1
40130,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,57.790350,40.018466,4
40131,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,179.564486,170.045597,1
40132,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,134.489250,131.118616,1
40133,Gu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Gu,#00ffff,0,,,307.012697,180.478163,2
40134,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,85.028711,84.869045,1
40135,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,61.578279,60.403685,1
40136,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,218.672328,203.675815,1
40137,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,581.846245,573.343098,1
40138,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,209.008289,206.142201,1
40139,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,46.879048,37.000825,2
40140,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,127.739190,74.805090,1
40141,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,38.467534,36.128950,2
40142,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,110.907813,104.206251,4
40143,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,16.158019,16.157971,1
40144,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,36.903085,23.042692,1
40145,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,224.156035,222.717398,1
40146,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,644.035264,635.996516,1
40147,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,593.714139,572.634471,2
40148,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,117.281851,115.035154,4
40149,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,146.793010,144.013263,1
40150,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,40.671825,34.100838,2
40151,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,20.591540,11.902267,2
40152,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,144.507705,84.411814,2
40153,La,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,La,#aaaaff,0,,,125.812142,113.188206,4
40154,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,3025.914335,2948.143026,2
40155,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,279.287419,274.701328,4
40156,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,70.327411,69.194036,1
40157,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,54.960734,51.712345,1
40158,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,64.096201,56.085781,1
40159,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,570.432386,559.858186,1
40160,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,322.117507,308.926315,1
40161,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,307.445046,287.037744,1
40162,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,462.409171,460.824176,1
40163,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,253.461886,210.008289,4
40164,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,155.686470,155.346187,4
40165,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,409.745719,316.262396,2
40166,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,34.157597,33.439064,1
40167,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,115.255514,90.529417,2
40168,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,74.915399,66.268809,1
40169,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,46.252874,44.084153,1
40170,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,321.462805,312.355760,1
40171,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,338.613536,330.871106,1
40172,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,358.713256,353.207416,2
40173,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,250.394676,250.377661,4
40174,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,188.147080,185.173441,2
40175,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,173.486340,157.093161,4
40176,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,549.517604,355.200898,4
40177,Ma,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ma,#ff00ff,0,,,718.196928,578.445159,2
40178,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,3087.464243,3008.719903,2
40179,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,327.084857,323.985539,2
40180,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,80.202630,77.360535,1
40181,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,105.747795,103.733655,2
40182,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,59.434892,58.848347,2
40183,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,405.037968,401.405148,1
40184,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,189.354551,173.930877,1
40185,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,119.772084,115.055386,1
40186,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,112.856094,105.702532,1
40187,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,347.941103,331.885285,4
40188,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,469.814963,432.115740,4
40189,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,161.773531,161.616385,4
40190,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,203.335288,202.695812,1
40191,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,269.011053,215.545276,4
40192,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,53.207884,35.117475,4
40193,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,221.532661,174.503892,4
40194,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,100.774249,85.100152,2
40195,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,429.341133,420.739804,1
40196,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,345.496554,341.621734,4
40197,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,415.851975,414.121985,2
40198,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,236.112256,236.063616,4
40199,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,518.194348,422.918364,2
40200,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,104.394467,103.735079,2
40201,Hu,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Hu,#005500,0,,,875.408074,690.836136,2
40202,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,3501.671499,3407.661294,2
40203,Er,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Er,#ff5500,0,,,3595.975126,3508.150484,2
40204,Er,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Er,#ff5500,0,,,376.627681,353.969280,2
40205,Er,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Er,#ff5500,0,,,470.887415,459.125244,2
40206,Er,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Er,#ff5500,0,,,473.739525,449.324183,2
40207,Er,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Er,#ff5500,0,,,8.086786,2.680780,2
40208,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,264.306382,256.973622,1
40209,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,52.885353,42.993772,1
40210,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,43.673944,43.556372,2
40211,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,192.904617,174.895453,4
40212,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,111.392529,106.854243,4
40213,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,250.271182,249.064065,4
40214,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,22.788891,22.664705,1
40215,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,290.738407,262.901561,2
40216,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,371.901705,348.134358,2
40217,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,136.335643,117.525652,4
40218,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,297.145508,294.732220,1
40219,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,142.260148,94.922845,4
40220,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,178.596686,149.050254,2
40221,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,150.499038,103.562329,2
40222,Ka,Line,Map1_Tafel_25_Section_7_Emscher_West_Ruhrgebit_G1_Copy_222,Ka,#abd3b0,0,,,221.504860,204.140016,1
