Midland Valley,4DMove2.0 v1.0
Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Object Measurements,Object Measurements,Container
2009,Q,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Q,#00bb00,0,,,577.467185,576.967514,4
2010,Q,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Q,#00bb00,0,,,461.094601,454.745056,4
2013,Q,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Q,#00bb00,0,,,313.053321,312.010617,4
2014,Q,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Q,#00bb00,0,,,719.963542,709.097186,4
2015,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,1821.476150,1770.854797,2
2016,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,367.662681,274.443838,2
2017,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,512.160638,477.161482,4
2018,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,444.096944,424.931850,4
2019,F_horizon,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,111.411992,111.257040,6
2020,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,240.949805,239.498740,4
2021,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,130.942084,128.783793,1
2022,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,91.841508,91.536021,1
2023,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,189.892486,188.164347,1
2024,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,237.847047,230.826328,4
2025,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,114.060121,113.839598,1
2026,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,332.012216,329.620700,1
2027,F,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,F,#00ff00,0,,,1986.067468,1976.061114,4
2028,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,95.343929,94.909533,1
2029,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,82.814532,82.720110,1
2030,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,58.870285,58.494957,1
2031,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,233.973856,231.131051,1
2032,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,38.845335,35.064457,1
2033,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,276.864667,275.966209,1
2034,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,61.360026,60.938943,2
2035,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,126.525847,126.307503,2
2036,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,212.455149,212.285388,1
2037,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,51.721676,51.713048,1
2038,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,64.214046,63.837212,1
2039,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,75.162359,75.024558,1
2040,N,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,N,#aa557f,0,,,140.698418,135.281770,2
2041,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,1607.187906,1576.585118,2
2042,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,503.873970,450.438056,2
2043,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,218.753978,181.957069,2
2044,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,614.866493,606.341999,2
2045,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,315.177149,313.557683,2
2046,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,253.055391,252.685773,4
2047,Zo2,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,2849.327686,2834.932255,4
2048,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,1480.449692,1452.596184,2
2049,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,525.626089,498.022293,2
2050,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,417.045903,348.882355,2
2051,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,733.688714,731.153559,2
2052,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,1190.867196,1182.459152,4
2053,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,1252.917765,1249.887107,2
2054,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,237.157017,237.105003,1
2055,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,464.447725,458.364025,1
2056,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,421.935479,420.625203,1
2057,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,141.467607,141.161022,2
2059,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,163.653411,163.639805,4
2060,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,188.314098,187.221804,2
2061,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,150.952102,150.436879,1
2062,Zo8,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,740.350265,688.322417,4
2063,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,1122.433953,1100.381955,2
2064,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,1567.414633,1457.151013,2
2065,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,874.941021,867.213908,2
2066,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,2331.041572,2305.750080,2
2067,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,877.541366,858.403061,2
2068,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,48.439704,46.494052,2
2069,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,184.457716,172.742847,1
2070,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,173.677148,156.166565,1
2071,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,129.623097,118.671027,1
2072,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,69.424962,63.303672,1
2073,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,725.061434,677.689122,1
2074,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,725.732514,638.283088,1
2075,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,132.858433,96.752075,2
2076,Gu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,284.302980,263.919271,2
2077,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,192.891799,183.396225,1
2078,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,832.076192,785.379177,4
2079,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,85.764365,85.686640,4
2080,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,312.171720,308.812968,1
2081,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,224.112335,215.564988,4
2082,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,184.511407,177.479333,1
2083,La,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,208.817466,208.198600,4
2084,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,1013.438479,992.950677,2
2085,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,1829.254904,1708.915335,2
2086,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,805.140723,794.846375,2
2087,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,2284.643021,2255.706818,2
2088,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,718.753382,697.539334,2
2089,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,85.393179,84.883669,4
2090,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,85.210467,79.887033,2
2091,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,250.830556,247.177924,1
2101,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,162.943927,148.430794,1
2102,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,767.647582,721.327612,2
2103,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,455.825511,418.445506,2
2104,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,533.043539,474.412999,1
2105,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,207.739384,152.250949,1
2106,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,194.025359,171.934318,1
2107,Ma,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,37.701540,35.061766,1
2108,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,932.053187,913.269569,2
2109,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,2086.620823,1958.466559,2
2110,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,793.376273,779.760142,2
2111,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,2135.905519,2107.029616,2
2112,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,81.721085,76.828350,2
2113,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,924.805395,886.863055,2
2114,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,193.490971,183.948599,2
2115,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,155.901473,148.858099,2
2116,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,272.348173,272.327780,4
2117,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,331.613281,318.444248,2
2118,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,236.142079,189.247676,2
2119,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,372.696749,339.769363,2
2120,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,203.435661,177.510802,1
2121,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,163.374519,153.578834,1
2122,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,404.703269,331.069111,1
2123,Hu,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,255.255933,233.672648,2
2124,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,3208.108818,3051.868566,2
2125,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,507.186757,485.387953,2
2126,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,2172.258979,2135.452830,2
2127,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,1528.249679,1444.206943,2
2128,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,539.132195,485.211506,2
2129,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,657.589049,590.518759,2
2130,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,320.326636,260.539835,2
2131,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,142.322314,105.377966,1
2132,Ka,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,368.248615,327.493653,2
2136,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,3290.551325,3115.734660,2
2137,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,3959.946012,3804.938085,2
2138,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,767.754447,700.778439,2
2139,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,672.674210,612.639669,2
2140,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,215.303543,168.039779,2
2141,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,279.506046,208.329420,4
2142,Er,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,401.326181,350.983248,2
2143,Ka-1,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka-1,#aaaa00,0,,,148.084314,103.377816,1
2144,Ka-1,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Ka-1,#aaaa00,0,,,168.543881,148.531345,1
2145,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,3467.559849,3269.415579,2
2146,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,4964.944109,4656.205863,4
2147,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,648.822822,564.718798,4
2148,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,726.273201,584.810688,2
2149,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,234.375614,216.548125,1
2150,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,55.591996,49.020168,2
2151,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,8762.860121,8170.856655,4
2152,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,538.829141,441.324580,4
2153,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,668.657926,542.034832,2
2154,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,116.931826,103.696559,4
2155,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,193.165396,169.736107,1
2156,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,84.560207,77.729877,2
2157,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,369.661000,330.179023,1
2158,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,75.690794,61.531722,2
2159,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,95.058804,83.933568,4
2160,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,584.892557,485.473523,2
2161,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,9277.096129,8483.044225,4
2162,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,371.360128,240.316498,4
2163,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,8077.282513,7046.793138,4
2164,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,156.174679,133.944835,4
2165,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,512.597231,466.129742,1
2166,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,132.001792,115.883788,2
2167,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,320.113816,232.196989,1
2168,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,831.988545,640.091803,1
2169,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,140.704758,128.997596,4
2170,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,8281.760713,7192.996493,4
2171,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,216.879028,179.780046,4
2172,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,485.372201,354.122426,1
2173,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,589.412054,578.685281,2
2174,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,1684.873071,1276.173085,4
2175,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,2262.848525,1955.463770,2
2176,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,2768.681822,2559.812415,2
2177,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,421.368342,285.661650,1
2178,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,132.784220,130.735411,2
2179,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,960.501704,821.411352,1
2180,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,126.702299,72.307156,4
2181,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,1540.016397,1230.511941,2
2182,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,237.780100,188.919941,4
2183,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,77.251009,62.771023,2
2184,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,194.733192,164.819946,1
2185,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,317.934438,236.093437,2
2186,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,113.283727,64.460313,1
2187,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,3355.515575,2408.353047,2
2188,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,446.635142,327.177679,4
2189,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,415.130594,349.416274,2
2190,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,214.417463,178.173474,4
2191,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,329.247079,273.442989,1
2192,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,294.694374,244.185795,4
2193,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,816.813214,716.781794,1
2194,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,512.696206,440.332607,4
2195,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,694.368168,674.565458,1
2196,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,127.344686,101.319212,4
2197,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,192.551417,168.039489,1
2198,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,203.428008,109.058618,4
2208,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,261.485202,183.589411,1
2209,Pr,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,172.951259,97.539469,2
2210,Di,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,457.042241,290.366241,4
2211,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,452.385011,303.321097,1
2212,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,192.992569,111.437627,4
2213,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,197.341898,113.826528,4
2214,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,1075.126664,759.137935,4
2215,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,603.142164,394.543586,1
