Midland Valley,4DMove2.0 v1.0
Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Object Measurements,Object Measurements,Container
570,Ha,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ha,#ff0080,0,,,1081.182057,1071.185478,2
572,Ed,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ed,#fa4221,0,,,1686.595007,1667.651848,2
574,Q-1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Q-1,#fa9f3d,0,,,254.128307,248.274641,1
576,Q-1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Q-1,#fa9f3d,0,,,246.590792,238.278657,1
577,Q-1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Q-1,#fa9f3d,0,,,223.071579,184.926403,1
578,Q-1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Q-1,#fa9f3d,0,,,137.387624,91.339520,1
583,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,2672.041238,2628.028129,2
584,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,719.672931,661.389010,4
585,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,324.335657,234.637331,1
586,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,306.721895,305.998228,1
587,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,243.076397,241.701962,1
588,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,238.803436,238.353594,1
589,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,158.786762,156.178685,1
590,Zo2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo2,#aa00ff,0,,,464.162360,455.065717,1
591,Zo8,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,2471.945391,2432.640311,2
592,Zo8,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,746.963076,725.370898,2
593,Zo8,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,703.729896,568.216106,2
594,Zo8,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,633.057779,628.093178,4
595,Zo8,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Zo8,#ff00ff,0,,,827.687708,805.888837,1
596,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,231.371495,230.615549,1
598,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,562.504223,523.052948,1
599,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,86.794536,80.921018,1
600,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,220.516841,214.118341,1
601,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,49.040560,41.875768,1
605,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,37.684628,37.161683,1
606,La,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,La,#aaaaff,0,,,292.529548,284.190284,1
607,Gu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,2043.930472,2015.275736,2
608,Gu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,3014.153139,2787.419343,4
609,Gu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gu,#00ffff,0,,,682.317746,658.431917,4
610,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,1902.003781,1876.320616,2
611,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,2150.999231,2009.280299,2
612,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,158.532533,158.139688,1
613,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,441.969440,389.666559,2
614,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,200.932452,190.456009,1
615,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,104.312588,93.592981,4
616,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,281.323002,267.845720,1
617,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,318.467620,303.076942,2
618,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,209.962754,202.827457,2
619,Line,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,,#ff0000,0,,,2363.514588,1725.019199,2
620,Line,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,,#ff0000,0,,,2086.411468,1513.013109,2
621,Hu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,4737.481718,4516.585265,2
622,Hu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,120.218519,110.818548,1
623,Hu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,73.732207,63.509005,1
624,Hu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,439.520934,414.342218,2
625,Hu,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hu,#005500,0,,,281.534141,272.652179,2
626,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,4412.926758,4189.971326,2
627,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,1587.734248,1507.043932,2
628,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,367.337438,365.930759,1
629,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,272.629203,272.513007,4
630,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,1011.336624,1004.807995,1
631,Ka,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ka,#abd3b0,0,,,94.287719,91.411755,2
632,Er,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,5982.064148,5666.816242,2
633,Er,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,335.581055,335.068571,1
634,Er,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,360.884131,360.498245,4
635,Er,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,1130.128452,1122.367690,1
636,Er,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Er,#ff5500,0,,,205.846110,197.780839,2
637,Pr,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,6058.382699,5701.913704,2
638,Pr,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,1130.162041,1129.774965,1
639,Pr,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,190.686347,190.380162,2
640,Pr,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Pr,#ffaaff,0,,,1276.216797,1257.411546,1
641,Di,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,5926.456336,5543.541431,2
642,Di,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,2657.857265,2637.475264,1
643,Di,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Di,#528433,0,,,267.204592,252.100905,4
644,So,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,5561.378777,5152.189483,2
645,So,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,3266.995519,3242.632845,1
650,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,3430.684231,3055.013285,2
651,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,638.172243,636.352141,1
652,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,446.278434,446.084803,4
653,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,2123.365502,2099.247183,1
654,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,670.451173,509.776947,4
655,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,386.935607,372.075156,1
656,Gi5,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,107.110845,92.443443,4
657,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,3773.187106,3411.458386,2
658,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,2065.708448,2043.081866,1
659,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,247.990429,174.625963,4
660,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,878.564095,774.824539,1
661,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,345.967371,315.992841,1
664,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,5930.184167,5567.055622,4
665,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,325.147544,206.164885,4
666,Ma,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ma,#ff00ff,0,,,791.085427,735.408648,4
667,Ge1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ge1,#aa55ff,0,,,552.534694,512.344397,1
668,Ge1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ge1,#aa55ff,0,,,726.572924,705.956366,1
669,Kr-2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Kr-2,#aa557f,0,,,68.083208,67.904333,1
671,Kr-2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Kr-2,#aa557f,0,,,61.623862,59.084406,1
672,Kr-2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Kr-2,#aa557f,0,,,266.182588,234.696390,1
673,Kr-2,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Kr-2,#aa557f,0,,,214.845936,200.438969,1
674,Hf,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,2023.135968,1731.958893,2
675,Wb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,1706.321192,1480.891860,2
676,Sb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,4810.742651,4562.006344,2
677,Sb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,293.346780,277.213903,1
678,Sb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,1272.240016,903.756296,2
679,Sb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,208.842623,191.548053,2
680,Sb,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,386.441712,304.984437,1
801,Q,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Q,#00bb00,0,,,969.975781,900.708209,4
802,Fi,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,834.295508,830.711608,4
805,So,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,292.905275,191.162264,4
2775,Ge1,Line,Map1_Tafel_24_Section_3_Emscher_West_Ruhrgebit_G1,Ge1,#aa55ff,0,,,47.990185,37.833803,1
