Unnamed: 0,x,y,z,Name,Id,Vertex Index,PType,uncertaintyclasses
10260,2400.0,1167.4833,-0.4993,Horizon_01,316,10261,0,3.0
10261,2396.4286,1167.4833,-0.4993,Horizon_01,316,10262,0,3.0
10262,2392.8571,1167.4833,-0.4993,Horizon_01,316,10263,0,3.0
10263,2389.2857,1167.4833,-0.4993,Horizon_01,316,10264,0,3.0
10264,2385.7143,1167.4833,-0.4993,Horizon_01,316,10265,0,3.0
10265,2382.1429,1167.4833,-0.4993,Horizon_01,316,10266,0,3.0
10266,2378.5714,1167.4833,-0.4993,Horizon_01,316,10267,0,3.0
10267,2375.0,1167.4833,-0.4993,Horizon_01,316,10268,0,3.0
10268,2371.4286,1167.4833,-0.4993,Horizon_01,316,10269,0,3.0
10269,2367.8571,1167.4833,-0.4993,Horizon_01,316,10270,0,3.0
10270,2364.2857,1167.4833,-0.4993,Horizon_01,316,10271,0,3.0
10271,2360.7143,1167.4833,-0.4993,Horizon_01,316,10272,0,3.0
10272,2357.1429,1167.4833,-0.4993,Horizon_01,316,10273,0,3.0
10273,2353.5714,1167.4833,-0.4993,Horizon_01,316,10274,0,3.0
10274,2350.0,1167.4833,-0.4993,Horizon_01,316,10275,0,3.0
10275,2346.4286,1167.4833,-0.4993,Horizon_01,316,10276,0,3.0
10276,2342.8571,1167.4833,-0.4993,Horizon_01,316,10277,0,3.0
10277,2339.2857,1167.4833,-0.4993,Horizon_01,316,10278,0,3.0
10278,2335.7143,1167.4833,-0.4993,Horizon_01,316,10279,0,3.0
10279,2332.1429,1167.4833,-0.4993,Horizon_01,316,10280,0,3.0
10280,2328.5714,1167.4833,-0.4993,Horizon_01,316,10281,0,3.0
10281,2325.0,1167.4833,-0.4993,Horizon_01,316,10282,0,3.0
10282,2321.4286,1167.4833,-0.4993,Horizon_01,316,10283,0,3.0
10283,2317.8571,1167.4833,-0.4993,Horizon_01,316,10284,0,3.0
10284,2314.2857,1167.4833,-0.4993,Horizon_01,316,10285,0,3.0
10285,2310.7143,1167.4833,-0.4993,Horizon_01,316,10286,0,3.0
10286,2307.1429,1167.4833,-0.4993,Horizon_01,316,10287,0,3.0
10287,2303.5714,1167.4833,-0.4993,Horizon_01,316,10288,0,3.0
10288,2300.0,1167.4833,-0.4993,Horizon_01,316,10289,0,3.0
10289,2296.4286,1167.4833,-0.4993,Horizon_01,316,10290,0,3.0
10290,2292.8571,1167.4833,-0.4993,Horizon_01,316,10291,0,3.0
10291,2289.2857,1167.4833,-0.4993,Horizon_01,316,10292,0,3.0
10292,2285.7143,1167.4833,-0.4993,Horizon_01,316,10293,0,3.0
10293,2282.1429,1167.4833,-0.4993,Horizon_01,316,10294,0,3.0
10294,2278.5714,1167.4833,-0.4993,Horizon_01,316,10295,0,3.0
10295,2275.0,1167.4833,-0.4993,Horizon_01,316,10296,0,3.0
10296,2271.4286,1167.4833,-0.4993,Horizon_01,316,10297,0,3.0
10297,2267.8571,1167.4833,-0.4993,Horizon_01,316,10298,0,3.0
10298,2264.2857,1167.4833,-0.4993,Horizon_01,316,10299,0,3.0
10299,2260.7143,1167.4833,-0.4993,Horizon_01,316,10300,0,3.0
10300,2257.1429,1167.4833,-0.4993,Horizon_01,316,10301,0,3.0
10301,2253.5714,1167.4833,-0.4993,Horizon_01,316,10302,0,3.0
10302,2250.0,1167.4833,-0.4993,Horizon_01,316,10303,0,3.0
10303,2246.4286,1167.4833,-0.4993,Horizon_01,316,10304,0,3.0
10304,2242.8571,1167.4833,-0.4993,Horizon_01,316,10305,0,3.0
10305,2239.2857,1167.4833,-0.4993,Horizon_01,316,10306,0,3.0
10306,2235.7143,1167.4833,-0.4993,Horizon_01,316,10307,0,3.0
10307,2232.1429,1167.4833,-0.4993,Horizon_01,316,10308,0,3.0
10308,2228.5714,1167.4833,-0.4993,Horizon_01,316,10309,0,3.0
10309,2225.0,1167.4833,-0.4993,Horizon_01,316,10310,0,3.0
10310,2221.4286,1167.4833,-0.4993,Horizon_01,316,10311,0,3.0
10311,2217.8571,1167.4833,-0.4993,Horizon_01,316,10312,0,3.0
10312,2214.2857,1167.4833,-0.4993,Horizon_01,316,10313,0,3.0
10313,2210.7143,1167.4833,-0.4993,Horizon_01,316,10314,0,3.0
10314,2207.1429,1167.4833,-0.4993,Horizon_01,316,10315,0,3.0
10315,2203.5714,1167.4833,-0.4993,Horizon_01,316,10316,0,3.0
10316,2200.0,1167.4833,-0.4993,Horizon_01,316,10317,0,3.0
10317,2400.0,1167.5405,3.0112,Horizon_01,316,10318,0,3.0
10318,2396.4286,1167.5405,3.0112,Horizon_01,316,10319,0,3.0
10319,2392.8571,1167.5405,3.0112,Horizon_01,316,10320,0,3.0
10320,2389.2857,1167.5405,3.0112,Horizon_01,316,10321,0,3.0
10321,2385.7143,1167.5405,3.0112,Horizon_01,316,10322,0,3.0
10322,2382.1429,1167.5405,3.0112,Horizon_01,316,10323,0,3.0
10323,2378.5714,1167.5405,3.0112,Horizon_01,316,10324,0,3.0
10324,2375.0,1167.5405,3.0112,Horizon_01,316,10325,0,3.0
10325,2371.4286,1167.5405,3.0112,Horizon_01,316,10326,0,3.0
10326,2367.8571,1167.5405,3.0112,Horizon_01,316,10327,0,3.0
10327,2364.2857,1167.5405,3.0112,Horizon_01,316,10328,0,3.0
10328,2360.7143,1167.5405,3.0112,Horizon_01,316,10329,0,3.0
10329,2357.1429,1167.5405,3.0112,Horizon_01,316,10330,0,3.0
10330,2353.5714,1167.5405,3.0112,Horizon_01,316,10331,0,3.0
10331,2350.0,1167.5405,3.0112,Horizon_01,316,10332,0,3.0
10332,2346.4286,1167.5405,3.0112,Horizon_01,316,10333,0,3.0
10333,2342.8571,1167.5405,3.0112,Horizon_01,316,10334,0,3.0
10334,2339.2857,1167.5405,3.0112,Horizon_01,316,10335,0,3.0
10335,2335.7143,1167.5405,3.0112,Horizon_01,316,10336,0,3.0
10336,2332.1429,1167.5405,3.0112,Horizon_01,316,10337,0,3.0
10337,2328.5714,1167.5405,3.0112,Horizon_01,316,10338,0,3.0
10338,2325.0,1167.5405,3.0112,Horizon_01,316,10339,0,3.0
10339,2321.4286,1167.5405,3.0112,Horizon_01,316,10340,0,3.0
10340,2317.8571,1167.5405,3.0112,Horizon_01,316,10341,0,3.0
10341,2314.2857,1167.5405,3.0112,Horizon_01,316,10342,0,3.0
10342,2310.7143,1167.5405,3.0112,Horizon_01,316,10343,0,3.0
10343,2307.1429,1167.5405,3.0112,Horizon_01,316,10344,0,3.0
10344,2303.5714,1167.5405,3.0112,Horizon_01,316,10345,0,3.0
10345,2300.0,1167.5405,3.0112,Horizon_01,316,10346,0,3.0
10346,2296.4286,1167.5405,3.0112,Horizon_01,316,10347,0,3.0
10347,2292.8571,1167.5405,3.0112,Horizon_01,316,10348,0,3.0
10348,2289.2857,1167.5405,3.0112,Horizon_01,316,10349,0,3.0
10349,2285.7143,1167.5405,3.0112,Horizon_01,316,10350,0,3.0
10350,2282.1429,1167.5405,3.0112,Horizon_01,316,10351,0,3.0
10351,2278.5714,1167.5405,3.0112,Horizon_01,316,10352,0,3.0
10352,2275.0,1167.5405,3.0112,Horizon_01,316,10353,0,3.0
10353,2271.4286,1167.5405,3.0112,Horizon_01,316,10354,0,3.0
10354,2267.8571,1167.5405,3.0112,Horizon_01,316,10355,0,3.0
10355,2264.2857,1167.5405,3.0112,Horizon_01,316,10356,0,3.0
10356,2260.7143,1167.5405,3.0112,Horizon_01,316,10357,0,3.0
10357,2257.1429,1167.5405,3.0112,Horizon_01,316,10358,0,3.0
10358,2253.5714,1167.5405,3.0112,Horizon_01,316,10359,0,3.0
10359,2250.0,1167.5405,3.0112,Horizon_01,316,10360,0,3.0
10360,2246.4286,1167.5405,3.0112,Horizon_01,316,10361,0,3.0
10361,2242.8571,1167.5405,3.0112,Horizon_01,316,10362,0,3.0
10362,2239.2857,1167.5405,3.0112,Horizon_01,316,10363,0,3.0
10363,2235.7143,1167.5405,3.0112,Horizon_01,316,10364,0,3.0
10364,2232.1429,1167.5405,3.0112,Horizon_01,316,10365,0,3.0
10365,2228.5714,1167.5405,3.0112,Horizon_01,316,10366,0,3.0
10366,2225.0,1167.5405,3.0112,Horizon_01,316,10367,0,3.0
10367,2221.4286,1167.5405,3.0112,Horizon_01,316,10368,0,3.0
10368,2217.8571,1167.5405,3.0112,Horizon_01,316,10369,0,3.0
10369,2214.2857,1167.5405,3.0112,Horizon_01,316,10370,0,3.0
10370,2210.7143,1167.5405,3.0112,Horizon_01,316,10371,0,3.0
10371,2207.1429,1167.5405,3.0112,Horizon_01,316,10372,0,3.0
10372,2203.5714,1167.5405,3.0112,Horizon_01,316,10373,0,3.0
10373,2200.0,1167.5405,3.0112,Horizon_01,316,10374,0,3.0
10374,2400.0,1167.5991,6.5218,Horizon_01,316,10375,0,3.0
10375,2396.4286,1167.5991,6.5218,Horizon_01,316,10376,0,3.0
10376,2392.8571,1167.5991,6.5218,Horizon_01,316,10377,0,3.0
10377,2389.2857,1167.5991,6.5218,Horizon_01,316,10378,0,3.0
10378,2385.7143,1167.5991,6.5218,Horizon_01,316,10379,0,3.0
10379,2382.1429,1167.5991,6.5218,Horizon_01,316,10380,0,3.0
10380,2378.5714,1167.5991,6.5218,Horizon_01,316,10381,0,3.0
10381,2375.0,1167.5991,6.5218,Horizon_01,316,10382,0,3.0
10382,2371.4286,1167.5991,6.5218,Horizon_01,316,10383,0,3.0
10383,2367.8571,1167.5991,6.5218,Horizon_01,316,10384,0,3.0
10384,2364.2857,1167.5991,6.5218,Horizon_01,316,10385,0,3.0
10385,2360.7143,1167.5991,6.5218,Horizon_01,316,10386,0,3.0
10386,2357.1429,1167.5991,6.5218,Horizon_01,316,10387,0,3.0
10387,2353.5714,1167.5991,6.5218,Horizon_01,316,10388,0,3.0
10388,2350.0,1167.5991,6.5218,Horizon_01,316,10389,0,3.0
10389,2346.4286,1167.5991,6.5218,Horizon_01,316,10390,0,3.0
10390,2342.8571,1167.5991,6.5218,Horizon_01,316,10391,0,3.0
10391,2339.2857,1167.5991,6.5218,Horizon_01,316,10392,0,3.0
10392,2335.7143,1167.5991,6.5218,Horizon_01,316,10393,0,3.0
10393,2332.1429,1167.5991,6.5218,Horizon_01,316,10394,0,3.0
10394,2328.5714,1167.5991,6.5218,Horizon_01,316,10395,0,3.0
10395,2325.0,1167.5991,6.5218,Horizon_01,316,10396,0,3.0
10396,2321.4286,1167.5991,6.5218,Horizon_01,316,10397,0,3.0
10397,2317.8571,1167.5991,6.5218,Horizon_01,316,10398,0,3.0
10398,2314.2857,1167.5991,6.5218,Horizon_01,316,10399,0,3.0
10399,2310.7143,1167.5991,6.5218,Horizon_01,316,10400,0,3.0
10400,2307.1429,1167.5991,6.5218,Horizon_01,316,10401,0,3.0
10401,2303.5714,1167.5991,6.5218,Horizon_01,316,10402,0,3.0
10402,2300.0,1167.5991,6.5218,Horizon_01,316,10403,0,3.0
10403,2296.4286,1167.5991,6.5218,Horizon_01,316,10404,0,3.0
10404,2292.8571,1167.5991,6.5218,Horizon_01,316,10405,0,3.0
10405,2289.2857,1167.5991,6.5218,Horizon_01,316,10406,0,3.0
10406,2285.7143,1167.5991,6.5218,Horizon_01,316,10407,0,3.0
10407,2282.1429,1167.5991,6.5218,Horizon_01,316,10408,0,3.0
10408,2278.5714,1167.5991,6.5218,Horizon_01,316,10409,0,3.0
10409,2275.0,1167.5991,6.5218,Horizon_01,316,10410,0,3.0
10410,2271.4286,1167.5991,6.5218,Horizon_01,316,10411,0,3.0
10411,2267.8571,1167.5991,6.5218,Horizon_01,316,10412,0,3.0
10412,2264.2857,1167.5991,6.5218,Horizon_01,316,10413,0,3.0
10413,2260.7143,1167.5991,6.5218,Horizon_01,316,10414,0,3.0
10414,2257.1429,1167.5991,6.5218,Horizon_01,316,10415,0,3.0
10415,2253.5714,1167.5991,6.5218,Horizon_01,316,10416,0,3.0
10416,2250.0,1167.5991,6.5218,Horizon_01,316,10417,0,3.0
10417,2246.4286,1167.5991,6.5218,Horizon_01,316,10418,0,3.0
10418,2242.8571,1167.5991,6.5218,Horizon_01,316,10419,0,3.0
10419,2239.2857,1167.5991,6.5218,Horizon_01,316,10420,0,3.0
10420,2235.7143,1167.5991,6.5218,Horizon_01,316,10421,0,3.0
10421,2232.1429,1167.5991,6.5218,Horizon_01,316,10422,0,3.0
10422,2228.5714,1167.5991,6.5218,Horizon_01,316,10423,0,3.0
10423,2225.0,1167.5991,6.5218,Horizon_01,316,10424,0,3.0
10424,2221.4286,1167.5991,6.5218,Horizon_01,316,10425,0,3.0
10425,2217.8571,1167.5991,6.5218,Horizon_01,316,10426,0,3.0
10426,2214.2857,1167.5991,6.5218,Horizon_01,316,10427,0,3.0
10427,2210.7143,1167.5991,6.5218,Horizon_01,316,10428,0,3.0
