x,y,z,Name
233.9892,-3.4641,-73.2458,Tunnel_Well
233.9552,-3.7588,-72.6148,Tunnel_Well
233.9189,-3.9392,-71.9423,Tunnel_Well
233.8816,-4,-71.2487,Tunnel_Well
233.8442,-3.9392,-70.5551,Tunnel_Well
233.8079,-3.7588,-69.8826,Tunnel_Well
233.7739,-3.4641,-69.2516,Tunnel_Well
233.7432,-3.0642,-68.6813,Tunnel_Well
233.7167,-2.5712,-68.189,Tunnel_Well
233.6952,-2,-67.7896,Tunnel_Well
233.6793,-1.3681,-67.4954,Tunnel_Well
233.6696,-0.6946,-67.3152,Tunnel_Well
233.6663,0,-67.2545,Tunnel_Well
233.6696,0.6946,-67.3152,Tunnel_Well
233.6793,1.3681,-67.4954,Tunnel_Well
233.6952,2,-67.7896,Tunnel_Well
233.7167,2.5712,-68.189,Tunnel_Well
233.7432,3.0642,-68.6813,Tunnel_Well
233.7739,3.4641,-69.2516,Tunnel_Well
233.8079,3.7588,-69.8826,Tunnel_Well
233.8442,3.9392,-70.5551,Tunnel_Well
335.9386,4,-65.7494,Tunnel_Well
335.976,3.9392,-66.443,Tunnel_Well
336.0122,3.7588,-67.1155,Tunnel_Well
336.0462,3.4641,-67.7465,Tunnel_Well
336.077,3.0642,-68.3168,Tunnel_Well
336.1035,2.5712,-68.8091,Tunnel_Well
336.125,2,-69.2085,Tunnel_Well
336.1409,1.3681,-69.5027,Tunnel_Well
336.1506,0.6946,-69.6829,Tunnel_Well
336.1539,0,-69.7436,Tunnel_Well
336.1506,-0.6946,-69.6829,Tunnel_Well
336.1409,-1.3681,-69.5027,Tunnel_Well
336.125,-2,-69.2085,Tunnel_Well
336.1035,-2.5712,-68.8091,Tunnel_Well
336.077,-3.0642,-68.3168,Tunnel_Well
336.0462,-3.4641,-67.7465,Tunnel_Well
336.0122,-3.7588,-67.1155,Tunnel_Well
335.976,-3.9392,-66.443,Tunnel_Well
335.9386,-4,-65.7494,Tunnel_Well
335.9013,-3.9392,-65.0558,Tunnel_Well
335.865,-3.7588,-64.3833,Tunnel_Well
335.831,-3.4641,-63.7523,Tunnel_Well
335.8003,-3.0642,-63.182,Tunnel_Well
335.7738,-2.5712,-62.6897,Tunnel_Well
335.7522,-2,-62.2903,Tunnel_Well
335.7364,-1.3681,-61.9961,Tunnel_Well
335.7267,-0.6946,-61.8159,Tunnel_Well
335.7234,0,-61.7552,Tunnel_Well
335.7267,0.6946,-61.8159,Tunnel_Well
335.7364,1.3681,-61.9961,Tunnel_Well
335.7522,2,-62.2903,Tunnel_Well
335.7738,2.5712,-62.6897,Tunnel_Well
335.8003,3.0642,-63.182,Tunnel_Well
335.831,3.4641,-63.7523,Tunnel_Well
335.865,3.7588,-64.3833,Tunnel_Well
335.9013,3.9392,-65.0558,Tunnel_Well
437.9957,4,-60.2501,Tunnel_Well
438.0331,3.9392,-60.9437,Tunnel_Well
438.0693,3.7588,-61.6162,Tunnel_Well
438.1033,3.4641,-62.2472,Tunnel_Well
438.1341,3.0642,-62.8175,Tunnel_Well
438.1606,2.5712,-63.3098,Tunnel_Well
438.1821,2,-63.7092,Tunnel_Well
438.198,1.3681,-64.0034,Tunnel_Well
438.2077,0.6946,-64.1836,Tunnel_Well
438.2109,0,-64.2443,Tunnel_Well
438.2077,-0.6946,-64.1836,Tunnel_Well
438.198,-1.3681,-64.0034,Tunnel_Well
438.1821,-2,-63.7092,Tunnel_Well
438.1606,-2.5712,-63.3098,Tunnel_Well
438.1341,-3.0642,-62.8175,Tunnel_Well
438.1033,-3.4641,-62.2472,Tunnel_Well
438.0693,-3.7588,-61.6162,Tunnel_Well
438.0331,-3.9392,-60.9437,Tunnel_Well
437.9957,-4,-60.2501,Tunnel_Well
437.9583,-3.9392,-59.5565,Tunnel_Well
437.9221,-3.7588,-58.884,Tunnel_Well
437.8881,-3.4641,-58.253,Tunnel_Well
437.8574,-3.0642,-57.6827,Tunnel_Well
437.8308,-2.5712,-57.1904,Tunnel_Well
437.8093,-2,-56.791,Tunnel_Well
437.7935,-1.3681,-56.4968,Tunnel_Well
437.7838,-0.6946,-56.3166,Tunnel_Well
437.7805,0,-56.2559,Tunnel_Well
437.7838,0.6946,-56.3166,Tunnel_Well
437.7935,1.3681,-56.4968,Tunnel_Well
437.8093,2,-56.791,Tunnel_Well
437.8308,2.5712,-57.1904,Tunnel_Well
437.8574,3.0642,-57.6827,Tunnel_Well
437.8881,3.4641,-58.253,Tunnel_Well
437.9221,3.7588,-58.884,Tunnel_Well
437.9583,3.9392,-59.5565,Tunnel_Well
540.0528,4,-54.7508,Tunnel_Well
540.0902,3.9392,-55.4444,Tunnel_Well
540.1264,3.7588,-56.1169,Tunnel_Well
540.1604,3.4641,-56.7479,Tunnel_Well
540.1911,3.0642,-57.3182,Tunnel_Well
540.2177,2.5712,-57.8105,Tunnel_Well
540.2392,2,-58.2099,Tunnel_Well
540.255,1.3681,-58.5041,Tunnel_Well
540.2647,0.6946,-58.6843,Tunnel_Well
540.268,0,-58.745,Tunnel_Well
540.2647,-0.6946,-58.6843,Tunnel_Well
540.255,-1.3681,-58.5041,Tunnel_Well
540.2392,-2,-58.2099,Tunnel_Well
540.2177,-2.5712,-57.8105,Tunnel_Well
540.1911,-3.0642,-57.3182,Tunnel_Well
540.1604,-3.4641,-56.7479,Tunnel_Well
540.1264,-3.7588,-56.1169,Tunnel_Well
540.0902,-3.9392,-55.4444,Tunnel_Well
540.0528,-4,-54.7508,Tunnel_Well
540.0154,-3.9392,-54.0572,Tunnel_Well
539.9792,-3.7588,-53.3847,Tunnel_Well
539.9452,-3.4641,-52.7537,Tunnel_Well
539.9144,-3.0642,-52.1833,Tunnel_Well
539.8879,-2.5712,-51.691,Tunnel_Well
539.8664,-2,-51.2917,Tunnel_Well
539.8505,-1.3681,-50.9974,Tunnel_Well
539.8408,-0.6946,-50.8172,Tunnel_Well
539.8376,0,-50.7566,Tunnel_Well
539.8408,0.6946,-50.8172,Tunnel_Well
539.8505,1.3681,-50.9974,Tunnel_Well
539.8664,2,-51.2917,Tunnel_Well
539.8879,2.5712,-51.691,Tunnel_Well
539.9144,3.0642,-52.1833,Tunnel_Well
539.9452,3.4641,-52.7537,Tunnel_Well
539.9792,3.7588,-53.3847,Tunnel_Well
540.0154,3.9392,-54.0572,Tunnel_Well
642.1099,4,-49.2515,Tunnel_Well
642.1472,3.9392,-49.945,Tunnel_Well
642.1835,3.7588,-50.6176,Tunnel_Well
642.2175,3.4641,-51.2486,Tunnel_Well
642.2482,3.0642,-51.8189,Tunnel_Well
642.2747,2.5712,-52.3112,Tunnel_Well
642.2963,2,-52.7105,Tunnel_Well
642.3121,1.3681,-53.0048,Tunnel_Well
642.3218,0.6946,-53.185,Tunnel_Well
642.3251,0,-53.2457,Tunnel_Well
642.3218,-0.6946,-53.185,Tunnel_Well
642.3121,-1.3681,-53.0048,Tunnel_Well
642.2963,-2,-52.7105,Tunnel_Well
642.2747,-2.5712,-52.3112,Tunnel_Well
642.2482,-3.0642,-51.8189,Tunnel_Well
642.2175,-3.4641,-51.2486,Tunnel_Well
642.1835,-3.7588,-50.6176,Tunnel_Well
642.1472,-3.9392,-49.945,Tunnel_Well
642.1099,-4,-49.2515,Tunnel_Well
642.0725,-3.9392,-48.5579,Tunnel_Well
642.0362,-3.7588,-47.8854,Tunnel_Well
642.0022,-3.4641,-47.2544,Tunnel_Well
641.9715,-3.0642,-46.684,Tunnel_Well
641.945,-2.5712,-46.1917,Tunnel_Well
641.9235,-2,-45.7924,Tunnel_Well
641.9076,-1.3681,-45.4981,Tunnel_Well
641.8979,-0.6946,-45.3179,Tunnel_Well
641.8946,0,-45.2573,Tunnel_Well
641.8979,0.6946,-45.3179,Tunnel_Well
641.9076,1.3681,-45.4981,Tunnel_Well
641.9235,2,-45.7924,Tunnel_Well
641.945,2.5712,-46.1917,Tunnel_Well
641.9715,3.0642,-46.684,Tunnel_Well
642.0022,3.4641,-47.2544,Tunnel_Well
642.0362,3.7588,-47.8854,Tunnel_Well
642.0725,3.9392,-48.5579,Tunnel_Well
744.1669,4,-43.7521,Tunnel_Well
744.2043,3.9392,-44.4457,Tunnel_Well
744.2405,3.7588,-45.1182,Tunnel_Well
744.2746,3.4641,-45.7492,Tunnel_Well
744.3053,3.0642,-46.3196,Tunnel_Well
744.3318,2.5712,-46.8119,Tunnel_Well
744.3533,2,-47.2112,Tunnel_Well
744.3692,1.3681,-47.5055,Tunnel_Well
744.3789,0.6946,-47.6857,Tunnel_Well
744.3822,0,-47.7463,Tunnel_Well
744.3789,-0.6946,-47.6857,Tunnel_Well
744.3692,-1.3681,-47.5055,Tunnel_Well
744.3533,-2,-47.2112,Tunnel_Well
744.3318,-2.5712,-46.8119,Tunnel_Well
744.3053,-3.0642,-46.3196,Tunnel_Well
744.2746,-3.4641,-45.7492,Tunnel_Well
744.2405,-3.7588,-45.1182,Tunnel_Well
744.2043,-3.9392,-44.4457,Tunnel_Well
744.1669,-4,-43.7521,Tunnel_Well
744.1296,-3.9392,-43.0586,Tunnel_Well
744.0933,-3.7588,-42.386,Tunnel_Well
744.0593,-3.4641,-41.755,Tunnel_Well
744.0286,-3.0642,-41.1847,Tunnel_Well
744.0021,-2.5712,-40.6924,Tunnel_Well
743.9805,-2,-40.2931,Tunnel_Well
743.9647,-1.3681,-39.9988,Tunnel_Well
743.955,-0.6946,-39.8186,Tunnel_Well
743.9517,0,-39.7579,Tunnel_Well
743.955,0.6946,-39.8186,Tunnel_Well
743.9647,1.3681,-39.9988,Tunnel_Well
743.9805,2,-40.2931,Tunnel_Well
744.0021,2.5712,-40.6924,Tunnel_Well
744.0286,3.0642,-41.1847,Tunnel_Well
744.0593,3.4641,-41.755,Tunnel_Well
744.0933,3.7588,-42.386,Tunnel_Well
744.1296,3.9392,-43.0586,Tunnel_Well
846.224,4,-38.2528,Tunnel_Well
846.2614,3.9392,-38.9464,Tunnel_Well
846.2976,3.7588,-39.6189,Tunnel_Well
846.3316,3.4641,-40.2499,Tunnel_Well
846.3624,3.0642,-40.8203,Tunnel_Well
846.3889,2.5712,-41.3126,Tunnel_Well
846.4104,2,-41.7119,Tunnel_Well
846.4263,1.3681,-42.0062,Tunnel_Well
846.436,0.6946,-42.1863,Tunnel_Well
846.4392,0,-42.247,Tunnel_Well
846.436,-0.6946,-42.1863,Tunnel_Well
846.4263,-1.3681,-42.0062,Tunnel_Well
846.4104,-2,-41.7119,Tunnel_Well
846.3889,-2.5712,-41.3126,Tunnel_Well
846.3624,-3.0642,-40.8203,Tunnel_Well
846.3316,-3.4641,-40.2499,Tunnel_Well
846.2976,-3.7588,-39.6189,Tunnel_Well
846.2614,-3.9392,-38.9464,Tunnel_Well
846.224,-4,-38.2528,Tunnel_Well
846.1866,-3.9392,-37.5592,Tunnel_Well
846.1504,-3.7588,-36.8867,Tunnel_Well
846.1164,-3.4641,-36.2557,Tunnel_Well
846.0857,-3.0642,-35.6854,Tunnel_Well
846.0591,-2.5712,-35.1931,Tunnel_Well
846.0376,-2,-34.7937,Tunnel_Well
846.0218,-1.3681,-34.4995,Tunnel_Well
846.0121,-0.6946,-34.3193,Tunnel_Well
846.0088,0,-34.2586,Tunnel_Well
846.0121,0.6946,-34.3193,Tunnel_Well
846.0218,1.3681,-34.4995,Tunnel_Well
846.0376,2,-34.7937,Tunnel_Well
846.0591,2.5712,-35.1931,Tunnel_Well
846.0857,3.0642,-35.6854,Tunnel_Well
846.1164,3.4641,-36.2557,Tunnel_Well
846.1504,3.7588,-36.8867,Tunnel_Well
846.1866,3.9392,-37.5592,Tunnel_Well
948.2811,4,-32.7535,Tunnel_Well
948.3185,3.9392,-33.4471,Tunnel_Well
948.3547,3.7588,-34.1196,Tunnel_Well
948.3887,3.4641,-34.7506,Tunnel_Well
948.4194,3.0642,-35.3209,Tunnel_Well
948.446,2.5712,-35.8132,Tunnel_Well
948.4675,2,-36.2126,Tunnel_Well
948.4833,1.3681,-36.5068,Tunnel_Well
948.493,0.6946,-36.687,Tunnel_Well
948.4963,0,-36.7477,Tunnel_Well
948.493,-0.6946,-36.687,Tunnel_Well
948.4833,-1.3681,-36.5068,Tunnel_Well
948.4675,-2,-36.2126,Tunnel_Well
948.446,-2.5712,-35.8132,Tunnel_Well
948.4194,-3.0642,-35.3209,Tunnel_Well
948.3887,-3.4641,-34.7506,Tunnel_Well
948.3547,-3.7588,-34.1196,Tunnel_Well
948.3185,-3.9392,-33.4471,Tunnel_Well
948.2811,-4,-32.7535,Tunnel_Well
948.2437,-3.9392,-32.0599,Tunnel_Well
948.2075,-3.7588,-31.3874,Tunnel_Well
948.1735,-3.4641,-30.7564,Tunnel_Well
948.1427,-3.0642,-30.1861,Tunnel_Well
948.1162,-2.5712,-29.6938,Tunnel_Well
948.0947,-2,-29.2944,Tunnel_Well
948.0788,-1.3681,-29.0002,Tunnel_Well
948.0691,-0.6946,-28.82,Tunnel_Well
948.0659,0,-28.7593,Tunnel_Well
948.0691,0.6946,-28.82,Tunnel_Well
948.0788,1.3681,-29.0002,Tunnel_Well
948.0947,2,-29.2944,Tunnel_Well
948.1162,2.5712,-29.6938,Tunnel_Well
948.1427,3.0642,-30.1861,Tunnel_Well
948.1735,3.4641,-30.7564,Tunnel_Well
948.2075,3.7588,-31.3874,Tunnel_Well
948.2437,3.9392,-32.0599,Tunnel_Well
