Vertex Index,Name,Id,PType,Section,Fault Set,Horizon,x,y,z,azimuth,dip
1,Tunnel_Well_6,50,0,,,,1576.6208,-4987.6816,-294.7367,,
2,Tunnel_Well_6,50,0,,,,1576.3683,-4987.6434,-297.6226,,
3,Tunnel_Well_6,50,0,,,,1575.6184,-4987.6063,-300.4208,,
4,Tunnel_Well_6,50,0,,,,1574.394,-4987.5715,-303.0463,,
5,Tunnel_Well_6,50,0,,,,1572.7322,-4987.54,-305.4194,,
6,Tunnel_Well_6,50,0,,,,1570.6836,-4987.5129,-307.4678,,
7,Tunnel_Well_6,50,0,,,,1568.3104,-4987.4909,-309.1294,,
8,Tunnel_Well_6,50,0,,,,1565.6846,-4987.4746,-310.3537,,
9,Tunnel_Well_6,50,0,,,,1562.8862,-4987.4647,-311.1035,,
10,Tunnel_Well_6,50,0,,,,1560,-4987.4614,-311.356,,
11,Tunnel_Well_6,50,0,,,,1557.1138,-4987.4647,-311.1035,,
12,Tunnel_Well_6,50,0,,,,1554.3154,-4987.4746,-310.3537,,
13,Tunnel_Well_6,50,0,,,,1551.6896,-4987.4909,-309.1294,,
14,Tunnel_Well_6,50,0,,,,1549.3164,-4987.5129,-307.4678,,
15,Tunnel_Well_6,50,0,,,,1547.2678,-4987.54,-305.4194,,
16,Tunnel_Well_6,50,0,,,,1545.606,-4987.5715,-303.0463,,
17,Tunnel_Well_6,50,0,,,,1544.3816,-4987.6063,-300.4208,,
18,Tunnel_Well_6,50,0,,,,1543.6317,-4987.6434,-297.6226,,
19,Tunnel_Well_6,50,0,,,,1543.3792,-4987.6816,-294.7367,,
20,Tunnel_Well_6,50,0,,,,1543.6317,-4987.7199,-291.8508,,
21,Tunnel_Well_6,50,0,,,,1544.3816,-4987.757,-289.0525,,
22,Tunnel_Well_6,50,0,,,,1545.606,-4987.7918,-286.427,,
23,Tunnel_Well_6,50,0,,,,1547.2678,-4987.8232,-284.054,,
24,Tunnel_Well_6,50,0,,,,1549.3164,-4987.8504,-282.0056,,
25,Tunnel_Well_6,50,0,,,,1551.6896,-4987.8724,-280.3439,,
26,Tunnel_Well_6,50,0,,,,1554.3154,-4987.8886,-279.1196,,
27,Tunnel_Well_6,50,0,,,,1557.1138,-4987.8986,-278.3699,,
28,Tunnel_Well_6,50,0,,,,1560,-4987.9019,-278.1174,,
29,Tunnel_Well_6,50,0,,,,1562.8862,-4987.8986,-278.3699,,
30,Tunnel_Well_6,50,0,,,,1565.6846,-4987.8886,-279.1196,,
31,Tunnel_Well_6,50,0,,,,1568.3104,-4987.8724,-280.3439,,
32,Tunnel_Well_6,50,0,,,,1570.6836,-4987.8504,-282.0056,,
33,Tunnel_Well_6,50,0,,,,1572.7322,-4987.8232,-284.054,,
34,Tunnel_Well_6,50,0,,,,1574.394,-4987.7918,-286.427,,
35,Tunnel_Well_6,50,0,,,,1575.6184,-4987.757,-289.0525,,
36,Tunnel_Well_6,50,0,,,,1576.3683,-4987.7199,-291.8508,,
37,Tunnel_Well_6,50,0,,,,1576.6208,-5092.2615,-296.1229,,
38,Tunnel_Well_6,50,0,,,,1576.3683,-5092.2232,-299.0088,,
39,Tunnel_Well_6,50,0,,,,1575.6184,-5092.1861,-301.807,,
40,Tunnel_Well_6,50,0,,,,1574.394,-5092.1513,-304.4325,,
41,Tunnel_Well_6,50,0,,,,1572.7322,-5092.1199,-306.8056,,
