Vertex Index,Name,Id,PType,Section,Fault Set,Horizon,x,y,z,azimuth,dip
1,Tunnel_Well_12,64,0,,,,1576.6208,-5194.0336,-212.6866,,
2,Tunnel_Well_12,64,0,,,,1576.3683,-5191.1491,-212.7821,,
3,Tunnel_Well_12,64,0,,,,1575.6184,-5188.3521,-212.8747,,
4,Tunnel_Well_12,64,0,,,,1574.394,-5185.7278,-212.9616,,
5,Tunnel_Well_12,64,0,,,,1572.7322,-5183.3559,-213.0401,,
6,Tunnel_Well_12,64,0,,,,1570.6836,-5181.3084,-213.1079,,
7,Tunnel_Well_12,64,0,,,,1568.3104,-5179.6475,-213.1628,,
8,Tunnel_Well_12,64,0,,,,1565.6846,-5178.4238,-213.2033,,
9,Tunnel_Well_12,64,0,,,,1562.8862,-5177.6743,-213.2281,,
10,Tunnel_Well_12,64,0,,,,1560,-5177.422,-213.2365,,
11,Tunnel_Well_12,64,0,,,,1557.1138,-5177.6743,-213.2281,,
12,Tunnel_Well_12,64,0,,,,1554.3154,-5178.4238,-213.2033,,
13,Tunnel_Well_12,64,0,,,,1551.6896,-5179.6475,-213.1628,,
14,Tunnel_Well_12,64,0,,,,1549.3164,-5181.3084,-213.1079,,
15,Tunnel_Well_12,64,0,,,,1547.2678,-5183.3559,-213.0401,,
16,Tunnel_Well_12,64,0,,,,1545.606,-5185.7278,-212.9616,,
17,Tunnel_Well_12,64,0,,,,1544.3816,-5188.3521,-212.8747,,
18,Tunnel_Well_12,64,0,,,,1543.6317,-5191.1491,-212.7821,,
19,Tunnel_Well_12,64,0,,,,1543.3792,-5194.0336,-212.6866,,
20,Tunnel_Well_12,64,0,,,,1543.6317,-5196.9182,-212.5912,,
21,Tunnel_Well_12,64,0,,,,1544.3816,-5199.7152,-212.4986,,
22,Tunnel_Well_12,64,0,,,,1545.606,-5202.3395,-212.4117,,
23,Tunnel_Well_12,64,0,,,,1547.2678,-5204.7114,-212.3332,,
24,Tunnel_Well_12,64,0,,,,1549.3164,-5206.7589,-212.2654,,
25,Tunnel_Well_12,64,0,,,,1551.6896,-5208.4198,-212.2105,,
26,Tunnel_Well_12,64,0,,,,1554.3154,-5209.6435,-212.17,,
