Vertex Index,Name,Id,PType,Section,Fault Set,Horizon,x,y,z,azimuth,dip
1,Tunnel_Well_11,58,0,,,,1576.6208,-5377.4632,-157.5678,,
2,Tunnel_Well_11,58,0,,,,1576.3683,-5374.5782,-157.6481,,
3,Tunnel_Well_11,58,0,,,,1575.6184,-5371.7808,-157.7259,,
4,Tunnel_Well_11,58,0,,,,1574.394,-5369.1561,-157.799,,
5,Tunnel_Well_11,58,0,,,,1572.7322,-5366.7837,-157.865,,
6,Tunnel_Well_11,58,0,,,,1570.6836,-5364.7359,-157.922,,
7,Tunnel_Well_11,58,0,,,,1568.3104,-5363.0748,-157.9682,,
8,Tunnel_Well_11,58,0,,,,1565.6846,-5361.8509,-158.0023,,
9,Tunnel_Well_11,58,0,,,,1562.8862,-5361.1013,-158.0231,,
10,Tunnel_Well_11,58,0,,,,1560,-5360.8489,-158.0302,,
11,Tunnel_Well_11,58,0,,,,1557.1138,-5361.1013,-158.0231,,
12,Tunnel_Well_11,58,0,,,,1554.3154,-5361.8509,-158.0023,,
13,Tunnel_Well_11,58,0,,,,1551.6896,-5363.0748,-157.9682,,
14,Tunnel_Well_11,58,0,,,,1549.3164,-5364.7359,-157.922,,
15,Tunnel_Well_11,58,0,,,,1547.2678,-5366.7837,-157.865,,
16,Tunnel_Well_11,58,0,,,,1545.606,-5369.1561,-157.799,,
17,Tunnel_Well_11,58,0,,,,1544.3816,-5371.7808,-157.7259,,
18,Tunnel_Well_11,58,0,,,,1543.6317,-5374.5782,-157.6481,,
19,Tunnel_Well_11,58,0,,,,1543.3792,-5377.4632,-157.5678,,
20,Tunnel_Well_11,58,0,,,,1543.6317,-5380.3483,-157.4875,,
21,Tunnel_Well_11,58,0,,,,1544.3816,-5383.1457,-157.4096,,
22,Tunnel_Well_11,58,0,,,,1545.606,-5385.7704,-157.3366,,
23,Tunnel_Well_11,58,0,,,,1547.2678,-5388.1427,-157.2705,,
24,Tunnel_Well_11,58,0,,,,1549.3164,-5390.1906,-157.2135,,
25,Tunnel_Well_11,58,0,,,,1551.6896,-5391.8517,-157.1673,,
26,Tunnel_Well_11,58,0,,,,1554.3154,-5393.0756,-157.1332,,
27,Tunnel_Well_11,58,0,,,,1557.1138,-5393.8252,-157.1124,,
28,Tunnel_Well_11,58,0,,,,1560,-5394.0776,-157.1054,,
29,Tunnel_Well_11,58,0,,,,1562.8862,-5393.8252,-157.1124,,
30,Tunnel_Well_11,58,0,,,,1565.6846,-5393.0756,-157.1332,,
31,Tunnel_Well_11,58,0,,,,1568.3104,-5391.8517,-157.1673,,
32,Tunnel_Well_11,58,0,,,,1570.6836,-5390.1906,-157.2135,,
33,Tunnel_Well_11,58,0,,,,1572.7322,-5388.1427,-157.2705,,
34,Tunnel_Well_11,58,0,,,,1574.394,-5385.7704,-157.3366,,
35,Tunnel_Well_11,58,0,,,,1575.6184,-5383.1457,-157.4096,,
36,Tunnel_Well_11,58,0,,,,1576.3683,-5380.3483,-157.4875,,
37,Tunnel_Well_11,58,0,,,,1576.6208,-5379.1595,-218.5133,,
38,Tunnel_Well_11,58,0,,,,1576.3683,-5376.2744,-218.5936,,
39,Tunnel_Well_11,58,0,,,,1575.6184,-5373.477,-218.6714,,
40,Tunnel_Well_11,58,0,,,,1574.394,-5370.8523,-218.7445,,
41,Tunnel_Well_11,58,0,,,,1572.7322,-5368.48,-218.8105,,
42,Tunnel_Well_11,58,0,,,,1570.6836,-5366.4321,-218.8675,,
43,Tunnel_Well_11,58,0,,,,1568.3104,-5364.771,-218.9137,,
44,Tunnel_Well_11,58,0,,,,1565.6846,-5363.5471,-218.9478,,
45,Tunnel_Well_11,58,0,,,,1562.8862,-5362.7975,-218.9687,,
46,Tunnel_Well_11,58,0,,,,1560,-5362.5451,-218.9757,,
47,Tunnel_Well_11,58,0,,,,1557.1138,-5362.7975,-218.9687,,
48,Tunnel_Well_11,58,0,,,,1554.3154,-5363.5471,-218.9478,,
49,Tunnel_Well_11,58,0,,,,1551.6896,-5364.771,-218.9137,,
50,Tunnel_Well_11,58,0,,,,1549.3164,-5366.4321,-218.8675,,
51,Tunnel_Well_11,58,0,,,,1547.2678,-5368.48,-218.8105,,
52,Tunnel_Well_11,58,0,,,,1545.606,-5370.8523,-218.7445,,
53,Tunnel_Well_11,58,0,,,,1544.3816,-5373.477,-218.6714,,
54,Tunnel_Well_11,58,0,,,,1543.6317,-5376.2744,-218.5936,,
55,Tunnel_Well_11,58,0,,,,1543.3792,-5379.1595,-218.5133,,
56,Tunnel_Well_11,58,0,,,,1543.6317,-5382.0445,-218.433,,
57,Tunnel_Well_11,58,0,,,,1544.3816,-5384.8419,-218.3551,,
58,Tunnel_Well_11,58,0,,,,1545.606,-5387.4666,-218.2821,,
59,Tunnel_Well_11,58,0,,,,1547.2678,-5389.8389,-218.216,,
60,Tunnel_Well_11,58,0,,,,1549.3164,-5391.8868,-218.1591,,
61,Tunnel_Well_11,58,0,,,,1551.6896,-5393.5479,-218.1128,,
62,Tunnel_Well_11,58,0,,,,1554.3154,-5394.7718,-218.0788,,
63,Tunnel_Well_11,58,0,,,,1557.1138,-5395.5214,-218.0579,,
64,Tunnel_Well_11,58,0,,,,1560,-5395.7738,-218.0509,,
65,Tunnel_Well_11,58,0,,,,1562.8862,-5395.5214,-218.0579,,
66,Tunnel_Well_11,58,0,,,,1565.6846,-5394.7718,-218.0788,,
67,Tunnel_Well_11,58,0,,,,1568.3104,-5393.5479,-218.1128,,
68,Tunnel_Well_11,58,0,,,,1570.6836,-5391.8868,-218.1591,,
69,Tunnel_Well_11,58,0,,,,1572.7322,-5389.8389,-218.216,,
70,Tunnel_Well_11,58,0,,,,1574.394,-5387.4666,-218.2821,,
71,Tunnel_Well_11,58,0,,,,1575.6184,-5384.8419,-218.3551,,
72,Tunnel_Well_11,58,0,,,,1576.3683,-5382.0445,-218.433,,
