Unnamed: 0,x,y,z,Name,Id,Vertex Index,PType,Answers
26,692.8571,4000.0,-67.6856,Horizon_01,298,27,0,2.0
27,696.4286,4000.0,-67.6856,Horizon_01,298,28,0,2.0
28,700.0,4000.0,-67.6856,Horizon_01,298,29,0,2.0
29,703.5714,4000.0,-67.6856,Horizon_01,298,30,0,2.0
30,707.1429,4000.0,-67.6856,Horizon_01,298,31,0,2.0
83,692.8571,3998.7339,-64.4411,Horizon_01,298,84,0,2.0
84,696.4286,3998.7339,-64.4411,Horizon_01,298,85,0,2.0
85,700.0,3998.7339,-64.4411,Horizon_01,298,86,0,2.0
86,703.5714,3998.7339,-64.4411,Horizon_01,298,87,0,2.0
87,707.1429,3998.7339,-64.4411,Horizon_01,298,88,0,2.0
140,692.8571,3997.4678,-61.1967,Horizon_01,298,141,0,2.0
141,696.4286,3997.4678,-61.1967,Horizon_01,298,142,0,2.0
142,700.0,3997.4678,-61.1967,Horizon_01,298,143,0,2.0
143,703.5714,3997.4678,-61.1967,Horizon_01,298,144,0,2.0
144,707.1429,3997.4678,-61.1967,Horizon_01,298,145,0,2.0
197,692.8571,3996.2016,-57.9523,Horizon_01,298,198,0,2.0
198,696.4286,3996.2016,-57.9523,Horizon_01,298,199,0,2.0
199,700.0,3996.2016,-57.9523,Horizon_01,298,200,0,2.0
200,703.5714,3996.2016,-57.9523,Horizon_01,298,201,0,2.0
201,707.1429,3996.2016,-57.9523,Horizon_01,298,202,0,2.0
254,692.8571,3994.9355,-54.7079,Horizon_01,298,255,0,2.0
255,696.4286,3994.9355,-54.7079,Horizon_01,298,256,0,2.0
256,700.0,3994.9355,-54.7079,Horizon_01,298,257,0,2.0
257,703.5714,3994.9355,-54.7079,Horizon_01,298,258,0,2.0
258,707.1429,3994.9355,-54.7079,Horizon_01,298,259,0,2.0
311,692.8571,3993.6694,-51.4634,Horizon_01,298,312,0,2.0
312,696.4286,3993.6694,-51.4634,Horizon_01,298,313,0,2.0
313,700.0,3993.6694,-51.4634,Horizon_01,298,314,0,2.0
314,703.5714,3993.6694,-51.4634,Horizon_01,298,315,0,2.0
315,707.1429,3993.6694,-51.4634,Horizon_01,298,316,0,2.0
368,692.8571,3992.4033,-48.219,Horizon_01,298,369,0,2.0
369,696.4286,3992.4033,-48.219,Horizon_01,298,370,0,2.0
370,700.0,3992.4033,-48.219,Horizon_01,298,371,0,2.0
371,703.5714,3992.4033,-48.219,Horizon_01,298,372,0,2.0
372,707.1429,3992.4033,-48.219,Horizon_01,298,373,0,2.0
425,692.8571,3991.1372,-44.9746,Horizon_01,298,426,0,2.0
426,696.4286,3991.1372,-44.9746,Horizon_01,298,427,0,2.0
427,700.0,3991.1372,-44.9746,Horizon_01,298,428,0,2.0
428,703.5714,3991.1372,-44.9746,Horizon_01,298,429,0,2.0
429,707.1429,3991.1372,-44.9746,Horizon_01,298,430,0,2.0
482,692.8571,3989.8711,-41.7302,Horizon_01,298,483,0,2.0
483,696.4286,3989.8711,-41.7302,Horizon_01,298,484,0,2.0
484,700.0,3989.8711,-41.7302,Horizon_01,298,485,0,2.0
485,703.5714,3989.8711,-41.7302,Horizon_01,298,486,0,2.0
486,707.1429,3989.8711,-41.7302,Horizon_01,298,487,0,2.0
539,692.8571,3988.6043,-38.486,Horizon_01,298,540,0,2.0
540,696.4286,3988.6043,-38.486,Horizon_01,298,541,0,2.0
541,700.0,3988.6043,-38.486,Horizon_01,298,542,0,2.0
542,703.5714,3988.6043,-38.486,Horizon_01,298,543,0,2.0
543,707.1429,3988.6043,-38.486,Horizon_01,298,544,0,2.0
596,692.8571,3987.3156,-35.2505,Horizon_01,298,597,0,2.0
597,696.4286,3987.3156,-35.2505,Horizon_01,298,598,0,2.0
598,700.0,3987.3156,-35.2505,Horizon_01,298,599,0,2.0
599,703.5714,3987.3156,-35.2505,Horizon_01,298,600,0,2.0
600,707.1429,3987.3156,-35.2505,Horizon_01,298,601,0,2.0
653,692.8571,3985.9651,-32.0402,Horizon_01,298,654,0,2.0
654,696.4286,3985.9651,-32.0402,Horizon_01,298,655,0,2.0
655,700.0,3985.9651,-32.0402,Horizon_01,298,656,0,2.0
656,703.5714,3985.9651,-32.0402,Horizon_01,298,657,0,2.0
657,707.1429,3985.9651,-32.0402,Horizon_01,298,658,0,2.0
710,692.8571,3984.5533,-28.8565,Horizon_01,298,711,0,2.0
711,696.4286,3984.5533,-28.8565,Horizon_01,298,712,0,2.0
712,700.0,3984.5533,-28.8565,Horizon_01,298,713,0,2.0
713,703.5714,3984.5533,-28.8565,Horizon_01,298,714,0,2.0
714,707.1429,3984.5533,-28.8565,Horizon_01,298,715,0,2.0
767,692.8571,3983.1053,-25.6891,Horizon_01,298,768,0,2.0
768,696.4286,3983.1053,-25.6891,Horizon_01,298,769,0,2.0
769,700.0,3983.1053,-25.6891,Horizon_01,298,770,0,2.0
770,703.5714,3983.1053,-25.6891,Horizon_01,298,771,0,2.0
