Unnamed: 0,x,y,z,Name,Id,Vertex Index,PType,Answers
13,646.4286,4000.0,-67.6856,Horizon_01,298,14,0,3.0
14,650.0,4000.0,-67.6856,Horizon_01,298,15,0,3.0
15,653.5714,4000.0,-67.6856,Horizon_01,298,16,0,3.0
16,657.1429,4000.0,-67.6856,Horizon_01,298,17,0,3.0
17,660.7143,4000.0,-67.6856,Horizon_01,298,18,0,3.0
18,664.2857,4000.0,-67.6856,Horizon_01,298,19,0,3.0
19,667.8571,4000.0,-67.6856,Horizon_01,298,20,0,3.0
20,671.4286,4000.0,-67.6856,Horizon_01,298,21,0,3.0
21,675.0,4000.0,-67.6856,Horizon_01,298,22,0,3.0
22,678.5714,4000.0,-67.6856,Horizon_01,298,23,0,3.0
23,682.1429,4000.0,-67.6856,Horizon_01,298,24,0,3.0
24,685.7143,4000.0,-67.6856,Horizon_01,298,25,0,3.0
25,689.2857,4000.0,-67.6856,Horizon_01,298,26,0,3.0
31,710.7143,4000.0,-67.6856,Horizon_01,298,32,0,3.0
32,714.2857,4000.0,-67.6856,Horizon_01,298,33,0,3.0
33,717.8571,4000.0,-67.6856,Horizon_01,298,34,0,3.0
34,721.4286,4000.0,-67.6856,Horizon_01,298,35,0,3.0
35,725.0,4000.0,-67.6856,Horizon_01,298,36,0,3.0
36,728.5714,4000.0,-67.6856,Horizon_01,298,37,0,3.0
37,732.1429,4000.0,-67.6856,Horizon_01,298,38,0,3.0
38,735.7143,4000.0,-67.6856,Horizon_01,298,39,0,3.0
39,739.2857,4000.0,-67.6856,Horizon_01,298,40,0,3.0
40,742.8571,4000.0,-67.6856,Horizon_01,298,41,0,3.0
41,746.4286,4000.0,-67.6856,Horizon_01,298,42,0,3.0
42,750.0,4000.0,-67.6856,Horizon_01,298,43,0,3.0
43,753.5714,4000.0,-67.6856,Horizon_01,298,44,0,3.0
70,646.4286,3998.7339,-64.4411,Horizon_01,298,71,0,3.0
71,650.0,3998.7339,-64.4411,Horizon_01,298,72,0,3.0
72,653.5714,3998.7339,-64.4411,Horizon_01,298,73,0,3.0
73,657.1429,3998.7339,-64.4411,Horizon_01,298,74,0,3.0
74,660.7143,3998.7339,-64.4411,Horizon_01,298,75,0,3.0
75,664.2857,3998.7339,-64.4411,Horizon_01,298,76,0,3.0
76,667.8571,3998.7339,-64.4411,Horizon_01,298,77,0,3.0
77,671.4286,3998.7339,-64.4411,Horizon_01,298,78,0,3.0
78,675.0,3998.7339,-64.4411,Horizon_01,298,79,0,3.0
79,678.5714,3998.7339,-64.4411,Horizon_01,298,80,0,3.0
80,682.1429,3998.7339,-64.4411,Horizon_01,298,81,0,3.0
81,685.7143,3998.7339,-64.4411,Horizon_01,298,82,0,3.0
82,689.2857,3998.7339,-64.4411,Horizon_01,298,83,0,3.0
88,710.7143,3998.7339,-64.4411,Horizon_01,298,89,0,3.0
89,714.2857,3998.7339,-64.4411,Horizon_01,298,90,0,3.0
90,717.8571,3998.7339,-64.4411,Horizon_01,298,91,0,3.0
91,721.4286,3998.7339,-64.4411,Horizon_01,298,92,0,3.0
92,725.0,3998.7339,-64.4411,Horizon_01,298,93,0,3.0
93,728.5714,3998.7339,-64.4411,Horizon_01,298,94,0,3.0
94,732.1429,3998.7339,-64.4411,Horizon_01,298,95,0,3.0
95,735.7143,3998.7339,-64.4411,Horizon_01,298,96,0,3.0
96,739.2857,3998.7339,-64.4411,Horizon_01,298,97,0,3.0
97,742.8571,3998.7339,-64.4411,Horizon_01,298,98,0,3.0
98,746.4286,3998.7339,-64.4411,Horizon_01,298,99,0,3.0
99,750.0,3998.7339,-64.4411,Horizon_01,298,100,0,3.0
100,753.5714,3998.7339,-64.4411,Horizon_01,298,101,0,3.0
127,646.4286,3997.4678,-61.1967,Horizon_01,298,128,0,3.0
128,650.0,3997.4678,-61.1967,Horizon_01,298,129,0,3.0
129,653.5714,3997.4678,-61.1967,Horizon_01,298,130,0,3.0
130,657.1429,3997.4678,-61.1967,Horizon_01,298,131,0,3.0
131,660.7143,3997.4678,-61.1967,Horizon_01,298,132,0,3.0
132,664.2857,3997.4678,-61.1967,Horizon_01,298,133,0,3.0
133,667.8571,3997.4678,-61.1967,Horizon_01,298,134,0,3.0
134,671.4286,3997.4678,-61.1967,Horizon_01,298,135,0,3.0
135,675.0,3997.4678,-61.1967,Horizon_01,298,136,0,3.0
136,678.5714,3997.4678,-61.1967,Horizon_01,298,137,0,3.0
137,682.1429,3997.4678,-61.1967,Horizon_01,298,138,0,3.0
138,685.7143,3997.4678,-61.1967,Horizon_01,298,139,0,3.0
139,689.2857,3997.4678,-61.1967,Horizon_01,298,140,0,3.0
145,710.7143,3997.4678,-61.1967,Horizon_01,298,146,0,3.0
146,714.2857,3997.4678,-61.1967,Horizon_01,298,147,0,3.0
147,717.8571,3997.4678,-61.1967,Horizon_01,298,148,0,3.0
148,721.4286,3997.4678,-61.1967,Horizon_01,298,149,0,3.0
149,725.0,3997.4678,-61.1967,Horizon_01,298,150,0,3.0
150,728.5714,3997.4678,-61.1967,Horizon_01,298,151,0,3.0
151,732.1429,3997.4678,-61.1967,Horizon_01,298,152,0,3.0
152,735.7143,3997.4678,-61.1967,Horizon_01,298,153,0,3.0
153,739.2857,3997.4678,-61.1967,Horizon_01,298,154,0,3.0
154,742.8571,3997.4678,-61.1967,Horizon_01,298,155,0,3.0
155,746.4286,3997.4678,-61.1967,Horizon_01,298,156,0,3.0
156,750.0,3997.4678,-61.1967,Horizon_01,298,157,0,3.0
157,753.5714,3997.4678,-61.1967,Horizon_01,298,158,0,3.0
184,646.4286,3996.2016,-57.9523,Horizon_01,298,185,0,3.0
185,650.0,3996.2016,-57.9523,Horizon_01,298,186,0,3.0
186,653.5714,3996.2016,-57.9523,Horizon_01,298,187,0,3.0
187,657.1429,3996.2016,-57.9523,Horizon_01,298,188,0,3.0
188,660.7143,3996.2016,-57.9523,Horizon_01,298,189,0,3.0
